left_company,department,job_level,salary,weekly_hours,business_travel,yrs_at_company,yrs_since_promotion,previous_companies,job_satisfaction,performance_rating,marital_status,miles_from_home
No,IT and Analytics,Director,117213.84827833794,47,Rarely,14,2,4,Very High,Exceptional,Single,1
No,Sales,Associate,41870.17785404483,54,Rarely,8,1,2,High,Exceptional,Divorced,13
No,IT and Analytics,Vice President,184909.53700086795,44,Rarely,7,7,4,Low,Meets Expectations,Single,1
No,Research,Vice President,185041.5700775794,50,Rarely,5,0,3,Low,Exceeds Expectations,Married,1
No,Finance and Operations,Director,120360.71912912659,52,None,5,1,7,Very High,Exceeds Expectations,Divorced,15
No,Finance and Operations,Manager,71191.56380436434,45,Frequently,10,8,3,Low,Exceptional,Married,1
Yes,Finance and Operations,Associate,41312.65221781637,57,Rarely,4,0,5,Very High,Minimally Effective,Divorced,17
No,Marketing,Director,105939.18854079039,54,Rarely,1,0,6,Low,Minimally Effective,Single,1
No,Research,Vice President,170351.90457945978,45,Rarely,10,0,5,Very High,Exceeds Expectations,Married,7
No,Product Development,Manager,74618.91667062367,45,Rarely,7,0,3,Very High,Meets Expectations,Single,9
No,Sales,Senior Manager,67981.14020311247,51,Rarely,1,0,1,Very High,Exceeds Expectations,Single,5
Yes,Product Development,Manager,77175.35534710565,53,Frequently,10,0,5,Very High,Meets Expectations,Married,26
Yes,Sales,Manager,67902.27652128057,64,Rarely,2,2,1,Low,Meets Expectations,Single,24
No,Marketing,Senior Manager,92201.61323254374,44,Rarely,4,2,2,High,Meets Expectations,Married,9
No,IT and Analytics,Senior Manager,90461.12651185453,52,Frequently,9,2,2,High,Exceeds Expectations,Divorced,7
No,Sales,Senior Manager,81178.03887996155,47,Rarely,10,0,2,High,Exceptional,Married,11
No,IT and Analytics,Senior Manager,83984.98858229257,44,Frequently,6,1,2,Medium,Exceeds Expectations,Married,1
No,Sales,Director,121756.08459341149,50,Rarely,10,1,2,Medium,Exceeds Expectations,Married,26
No,Sales,Vice President,173969.7318312717,48,Rarely,1,0,3,Very High,Exceeds Expectations,Divorced,2
No,IT and Analytics,Associate,34200.07717018322,52,Rarely,20,11,3,Low,Exceeds Expectations,Single,15
No,Research,Manager,65218.66500551239,53,None,20,3,3,High,Meets Expectations,Single,23
No,Product Development,Senior Manager,87143.7480870568,48,None,11,4,1,High,Exceptional,Married,10
No,IT and Analytics,Manager,65308.87896119301,44,Rarely,5,1,5,Low,Meets Expectations,Single,10
No,IT and Analytics,Director,111383.5370001665,51,Rarely,4,1,3,High,Meets Expectations,Single,1
No,Marketing,Senior Manager,76505.80583310459,49,Rarely,5,1,1,Very High,Exceptional,Single,12
No,Research,Manager,64812.545746360156,50,Frequently,10,9,2,High,Exceptional,Married,11
No,Marketing,Senior Manager,95729.95752487266,51,Rarely,11,5,5,Medium,Meets Expectations,Married,2
No,IT and Analytics,Senior Manager,89254.66510360833,49,Rarely,2,1,2,Medium,Meets Expectations,Married,2
No,Finance and Operations,Senior Manager,94148.58551185657,48,Rarely,12,1,3,Medium,Exceptional,Married,1
No,IT and Analytics,Vice President,152650.78962973913,44,Rarely,2,0,5,High,Exceeds Expectations,Divorced,2
No,Marketing,Manager,73959.66489716838,47,Rarely,17,12,2,High,Meets Expectations,Single,25
No,Marketing,Associate,45208.086885307595,44,None,1,0,1,High,Exceeds Expectations,Divorced,1
No,IT and Analytics,Senior Manager,89361.46125014003,50,Rarely,15,5,6,Medium,Meets Expectations,Married,1
No,Marketing,Senior Manager,92666.43203494864,53,Rarely,2,1,2,High,Meets Expectations,Married,2
No,Research,Manager,62689.9627222327,50,Frequently,8,7,3,High,Exceeds Expectations,Married,6
No,Sales,Senior Manager,98724.72911424687,49,Rarely,4,1,2,Low,Meets Expectations,Divorced,18
No,IT and Analytics,Senior Manager,94280.21490766882,48,Rarely,5,1,7,Very High,Exceeds Expectations,Married,1
No,Sales,Senior Manager,105868.69461236565,50,None,13,5,4,Medium,Exceptional,Married,1
No,IT and Analytics,Senior Manager,91802.30843992514,47,Rarely,2,2,3,High,Exceptional,Married,11
No,Product Development,Senior Manager,96260.94369103428,54,Rarely,3,1,2,High,Exceeds Expectations,Single,1
No,IT and Analytics,Associate,41797.132585379455,49,Rarely,10,0,3,High,Exceeds Expectations,Single,9
No,Finance and Operations,Manager,72287.54240126125,48,Rarely,9,8,2,Very High,Exceeds Expectations,Married,15
No,Product Development,Director,120152.44542971914,45,Rarely,6,4,2,Medium,Minimally Effective,Single,29
No,Product Development,Vice President,161327.69629968365,51,Rarely,1,0,3,Very High,Meets Expectations,Married,1
No,IT and Analytics,Manager,71584.58734647025,53,Rarely,2,2,3,Medium,Exceeds Expectations,Married,1
No,Research,Senior Manager,79451.31128541702,48,Rarely,7,1,2,Very High,Meets Expectations,Single,24
No,Marketing,Senior Manager,78458.6719828212,49,Rarely,18,1,2,High,Exceptional,Married,10
No,IT and Analytics,Senior Manager,92830.72752759545,46,Rarely,14,5,5,Very High,Exceptional,Married,1
No,Finance and Operations,Director,118239.91234820458,54,Rarely,16,6,3,Very High,Exceeds Expectations,Married,10
No,Research,Senior Manager,100623.6706117541,52,Rarely,5,0,3,High,Exceptional,Divorced,8
No,Sales,Manager,58988.698648340236,51,None,9,0,1,Very High,Meets Expectations,Divorced,29
No,IT and Analytics,Associate,42154.67572130201,54,Rarely,4,1,1,Very High,Exceptional,Single,1
No,Research,Director,125391.85171569843,50,Rarely,2,1,3,Low,Meets Expectations,Single,5
No,Research,Director,124477.53203460365,43,None,6,1,3,Very High,Meets Expectations,Single,9
Yes,Sales,Senior Manager,94387.82108214803,55,Frequently,1,1,1,Low,Meets Expectations,Married,9
No,Marketing,Vice President,178675.5694670529,49,Rarely,9,3,3,Very High,Meets Expectations,Married,3
No,IT and Analytics,Senior Manager,92847.9474808736,48,Frequently,4,0,2,Medium,Exceeds Expectations,Divorced,4
No,Product Development,Senior Manager,79428.86386764588,51,None,13,1,3,High,Exceptional,Divorced,1
Yes,Sales,Manager,70767.3053256635,55,Rarely,2,2,4,Very High,Meets Expectations,Married,1
No,IT and Analytics,Senior Manager,89123.4129111947,44,Rarely,22,4,3,High,Meets Expectations,Married,2
Yes,Sales,Associate,42927.09234744065,57,Rarely,10,9,5,High,Meets Expectations,Married,7
No,IT and Analytics,Associate,35900.27776930052,52,Rarely,20,0,2,Medium,Exceeds Expectations,Married,28
No,Marketing,Director,122207.78008799994,47,Rarely,8,1,4,High,Exceeds Expectations,Married,28
No,Research,Director,114631.14037105648,49,None,15,11,3,Very High,Meets Expectations,Divorced,15
No,Finance and Operations,Senior Manager,101291.0601555514,48,Rarely,5,0,2,Medium,Meets Expectations,Divorced,3
No,Research,Senior Manager,84994.4493720012,52,Rarely,4,1,2,Low,Exceeds Expectations,Single,2
No,Research,Associate,49333.32914487079,49,Rarely,9,1,6,Very High,Exceeds Expectations,Single,26
No,Product Development,Director,119788.65973550155,49,Rarely,10,1,3,Very High,Exceeds Expectations,Married,10
Yes,Product Development,Manager,61955.92765092711,57,Frequently,6,0,4,High,Meets Expectations,Divorced,1
No,Marketing,Senior Manager,98231.91716396139,47,Rarely,6,0,3,Very High,Meets Expectations,Married,11
No,IT and Analytics,Director,121303.69734537603,49,Rarely,5,0,3,High,Meets Expectations,Single,20
No,Product Development,Senior Manager,104427.5042111136,52,Rarely,2,2,3,High,Meets Expectations,Single,2
No,Research,Manager,60040.46917750226,46,Frequently,10,0,2,High,Meets Expectations,Married,18
No,Marketing,Vice President,190092.1518582274,43,Rarely,5,0,2,High,Exceeds Expectations,Married,2
No,Sales,Vice President,188142.2130300284,51,Rarely,4,1,3,Very High,Exceptional,Married,1
No,Research,Associate,36979.4633127132,53,Rarely,4,0,3,Medium,Meets Expectations,Married,13
No,IT and Analytics,Manager,72229.63936063148,49,Rarely,5,0,1,Low,Meets Expectations,Single,28
Yes,Finance and Operations,Associate,43283.63480280255,58,Rarely,3,2,5,Low,Not Effective,Divorced,28
No,Marketing,Senior Manager,85569.26695418065,47,Rarely,20,9,7,Very High,Exceeds Expectations,Married,24
No,IT and Analytics,Manager,73565.34563572778,53,None,9,1,2,Low,Exceeds Expectations,Single,5
No,Research,Director,117476.80887583908,48,Rarely,4,0,2,High,Exceptional,Single,5
No,Sales,Vice President,169930.45831999165,48,Frequently,5,0,2,Very High,Exceeds Expectations,Married,23
No,Research,Senior Manager,81375.68773894534,48,Rarely,7,1,1,Low,Meets Expectations,Married,6
No,Research,Senior Manager,84913.36108147584,48,Rarely,6,0,2,Medium,Meets Expectations,Married,4
No,IT and Analytics,Senior Manager,95340.24664108027,49,Frequently,9,0,3,Medium,Exceptional,Married,2
No,Research,Director,123537.7576324206,53,Rarely,4,1,2,High,Exceeds Expectations,Married,8
